location,price,type,bds,ba,area,zip_code,url,total_found
"17023 Hickory Dr, Urbandale, IA 50323",376695,New construction,4,3,2120,50323,https://www.zillow.com/homedetails/17023-Hickory-Dr-Urbandale-IA-50323/2078652011_zpid/,154
"16507 Deerview Dr, Urbandale, IA 50323",310500,New construction,3,2,1519,50323,https://www.zillow.com/community/waterford-glenn/214320427_zpid/,154
"Charlotte - IA Plan, Mallard Prairie",343200,New construction,4,3,2329,50323,https://www.zillow.com/community/mallard-prairie/2078332390_zpid/,154
"14110 Beechwood Dr, Urbandale, IA 50323",360000,For sale by owner,,,,50323,https://www.zillow.com/homedetails/14110-Beechwood-Dr-Urbandale-IA-50323/308910630_zpid/,154
"Riverside - IA Plan, Mallard Prairie",383300,New construction,5,3,2583,50323,https://www.zillow.com/community/mallard-prairie/2078332372_zpid/,154
"14824 Sutton Dr, Urbandale, IA 50323",114900,For sale by owner,,,,50323,https://www.zillow.com/homedetails/14824-Sutton-Dr-Urbandale-IA-50323/2091386028_zpid/,154
"Carbondale - IA Plan, Mallard Prairie",342100,New construction,3,2,1728,50323,https://www.zillow.com/community/mallard-prairie/2078332392_zpid/,154
"Woodbridge - IA Plan, Mallard Prairie",355200,New construction,4,3,2153,50323,https://www.zillow.com/community/mallard-prairie/2078332388_zpid/,154
"5400 151st St, Urbandale, IA 50323",248750,New construction,3,3,1922,50323,https://www.zillow.com/community/waterford-creek-south/306083741_zpid/,154
"14736 Stonecrop Dr, Urbandale, IA 50323",530000,House for sale,4,4,2015,50323,https://www.zillow.com/homedetails/14736-Stonecrop-Dr-Urbandale-IA-50323/2079212491_zpid/,154
"Preston Ridge - IA Plan, Mallard Prairie",366200,New construction,4,3,2314,50323,https://www.zillow.com/community/mallard-prairie/2078332361_zpid/,154
"Jordan Lea- 149th St LOT 8, Urbandale, IA 50323",449000,New construction,,,1700,50323,https://www.zillow.com/homedetails/Jordan-Lea-149th-St-LOT-8-Urbandale-IA-50323/2080736926_zpid/,154
"4500 128th St, Urbandale, IA 50323",495000,Lot / Land for sale,,,,50323,https://www.zillow.com/homedetails/4500-128th-St-Urbandale-IA-50323/251548430_zpid/,154
"4901 159th St, Urbandale, IA 50323",574900,House for sale,5,3,1889,50323,https://www.zillow.com/homedetails/4901-159th-St-Urbandale-IA-50323/2078656654_zpid/,154
"Palmer - IA Plan, Mallard Prairie",350200,New construction,4,3,2120,50323,https://www.zillow.com/community/mallard-prairie/2078332387_zpid/,154
"5420 151st St, Urbandale, IA 50323",249500,New construction,3,3,1605,50323,https://www.zillow.com/community/waterford-creek-south/306083736_zpid/,154
"5127 155th St, Urbandale, IA 50323",261000,New construction,3,3,1516,50323,https://www.zillow.com/community/waterford-ridge/2078074994_zpid/,154
"Somerset - IA Plan, Mallard Prairie",360200,New construction,4,3,2525,50323,https://www.zillow.com/community/mallard-prairie/2078332370_zpid/,154
"15134 Bellflower Ln, Urbandale, IA 50323",243200,New construction,3,3,1529,50323,https://www.zillow.com/community/waterford-creek-south/306083558_zpid/,154
"19019 Hickory Dr, Urbandale, IA 50323",396650,New construction,4,4,2323,50323,https://www.zillow.com/homedetails/19019-Hickory-Dr-Urbandale-IA-50323/2078435813_zpid/,154
"Palmer II - IA Plan, Mallard Prairie",372200,New construction,4,4,2439,50323,https://www.zillow.com/community/mallard-prairie/2078332391_zpid/,154
"Cypress - IA Plan, Mallard Prairie",363200,New construction,4,3,2431,50323,https://www.zillow.com/community/mallard-prairie/2078332389_zpid/,154
"15332 Deerview Dr, Urbandale, IA 50323",273000,New construction,3,3,1482,50323,https://www.zillow.com/community/waterford-ridge/2078074992_zpid/,154
"5204 155th St, Urbandale, IA 50323",307000,House for sale,3,3,1340,50323,https://www.zillow.com/homedetails/5204-155th-St-Urbandale-IA-50323/2078731997_zpid/,154
"Brookside - IA Plan, Mallard Prairie",323100,New construction,3,3,1800,50323,https://www.zillow.com/community/mallard-prairie/2078332382_zpid/,154
"15308 Deerview Dr, Urbandale, IA 50323",240000,New construction,3,3,1501,50323,https://www.zillow.com/community/waterford-ridge/2078074989_zpid/,154
"Roanoke - IA Plan, Mallard Prairie",322100,New construction,4,2,1592,50323,https://www.zillow.com/community/mallard-prairie/2078332366_zpid/,154
"5429 150th St, Urbandale, IA 50323",296500,New construction,3,2,1509,50323,https://www.zillow.com/community/waterford-creek-south/306083758_zpid/,154
"5119 155th St, Urbandale, IA 50323",264000,New construction,3,3,1662,50323,https://www.zillow.com/community/waterford-ridge/2078074990_zpid/,154
"15153 Foxglove Ln, Urbandale, IA 50323",248750,New construction,3,3,1922,50323,https://www.zillow.com/community/waterford-creek-south/306083726_zpid/,154
"Linden - IA Plan, Mallard Prairie",349200,New construction,3,2,1811,50323,https://www.zillow.com/community/mallard-prairie/2078332386_zpid/,154
"16238 Sunflower Cir, Urbandale, IA 50323",139900,Lot / Land for sale,,,,50323,https://www.zillow.com/homedetails/16238-Sunflower-Cir-Urbandale-IA-50323/214319988_zpid/,154
"15144 Foxglove Ln, Urbandale, IA 50323",237300,New construction,3,3,1775,50323,https://www.zillow.com/community/waterford-creek-south/306083742_zpid/,154
"15801 Hickory Dr, Urbandale, IA 50323",600000,New construction,4,4,3297,50323,https://www.zillow.com/community/bent-tree-crossing/214320819_zpid/,154
"16322 Springbrook Trl, Urbandale, IA 50323",303500,New construction,2,2,1478,50323,https://www.zillow.com/community/waterford-glenn/214321177_zpid/,154
"5432 154th Ct, Urbandale, IA 50323",270000,Condo for sale,4,4,1796,50323,https://www.zillow.com/homedetails/5432-154th-Ct-Urbandale-IA-50323/306083661_zpid/,154
"15147 Bellflower Ln, Urbandale, IA 50323",243200,New construction,3,3,1877,50323,https://www.zillow.com/community/waterford-creek-south/306083621_zpid/,154
"5409 150th St, Urbandale, IA 50323",296500,New construction,3,2,1509,50323,https://www.zillow.com/community/waterford-creek-south/306083762_zpid/,154
"5436 154th Ct, Urbandale, IA 50323",277000,Condo for sale,4,4,1780,50323,https://www.zillow.com/homedetails/5436-154th-Ct-Urbandale-IA-50323/306083659_zpid/,154
"15139 Bellflower Ln, Urbandale, IA 50323",249500,New construction,3,3,1605,50323,https://www.zillow.com/community/waterford-creek-south/306083747_zpid/,154
"15143 Bellflower Ln, Urbandale, IA 50323",248750,New construction,3,3,1922,50323,https://www.zillow.com/community/waterford-creek-south/306083556_zpid/,154
"4832 159th St, Urbandale, IA 50323",600000,New construction,4,4,3297,50323,https://www.zillow.com/community/bent-tree-crossing/214321181_zpid/,154
"15331 Deerview Dr, Urbandale, IA 50323",285000,House for sale,3,3,1196,50323,https://www.zillow.com/homedetails/15331-Deerview-Dr-Urbandale-IA-50323/2078731998_zpid/,154
"5430 154th Ct, Urbandale, IA 50323",277000,Condo for sale,4,4,1780,50323,https://www.zillow.com/homedetails/5430-154th-Ct-Urbandale-IA-50323/306083662_zpid/,154
"15140 Foxglove Ln, Urbandale, IA 50323",359900,New construction,4,3,2061,50323,https://www.zillow.com/community/waterford-creek-south/306083743_zpid/,154
"5434 154th Ct, Urbandale, IA 50323",270000,Condo for sale,4,4,1796,50323,https://www.zillow.com/homedetails/5434-154th-Ct-Urbandale-IA-50323/306083660_zpid/,154
"4900 159th St, Urbandale, IA 50323",600000,New construction,4,4,3297,50323,https://www.zillow.com/community/bent-tree-crossing/214318446_zpid/,154
"15010 Plum Dr, Urbandale, IA 50323",190000,Lot / Land for sale,,,,50323,https://www.zillow.com/homedetails/15010-Plum-Dr-Urbandale-IA-50323/120722344_zpid/,154
"4829 159th St, Urbandale, IA 50323",600000,New construction,4,4,3297,50323,https://www.zillow.com/community/bent-tree-crossing/214321048_zpid/,154
"5115 155th St, Urbandale, IA 50323",264000,New construction,3,3,1662,50323,https://www.zillow.com/community/waterford-ridge/2078074991_zpid/,154
"Bayfield - IA Plan, Mallard Prairie",368000,New construction,4,3,2202,50323,https://www.zillow.com/community/mallard-prairie/2078332375_zpid/,154
"15339 Deerview Dr, Urbandale, IA 50323",285000,House for sale,2,2,1421,50323,https://www.zillow.com/homedetails/15339-Deerview-Dr-Urbandale-IA-50323/2078732141_zpid/,154
"Winfield - IA Plan, Mallard Prairie",362200,New construction,4,4,2323,50323,https://www.zillow.com/community/mallard-prairie/2078332395_zpid/,154
"15133 Foxglove Ln, Urbandale, IA 50323",314500,New construction,4,3,1855,50323,https://www.zillow.com/community/waterford-creek-south/306083731_zpid/,154
"15129 Foxglove Ln, Urbandale, IA 50323",359900,New construction,4,3,2061,50323,https://www.zillow.com/community/waterford-creek-south/306083732_zpid/,154
"15136 Foxglove Ln, Urbandale, IA 50323",314500,New construction,4,3,1855,50323,https://www.zillow.com/community/waterford-creek-south/306083744_zpid/,154
"15149 Foxglove Ln, Urbandale, IA 50323",249500,New construction,3,3,1605,50323,https://www.zillow.com/community/waterford-creek-south/306083727_zpid/,154
"15131 Bellflower Ln, Urbandale, IA 50323",300500,New construction,3,2,1519,50323,https://www.zillow.com/community/waterford-creek-south/306083749_zpid/,154
"15132 Foxglove Ln, Urbandale, IA 50323",293500,New construction,2,2,1478,50323,https://www.zillow.com/community/waterford-creek-south/306083745_zpid/,154
"15137 Foxglove Ln, Urbandale, IA 50323",293500,New construction,2,2,1478,50323,https://www.zillow.com/community/waterford-creek-south/306083730_zpid/,154
"15141 Foxglove Ln, Urbandale, IA 50323",319900,New construction,4,3,1804,50323,https://www.zillow.com/community/waterford-creek-south/306083729_zpid/,154
"15135 Bellflower Ln, Urbandale, IA 50323",296500,New construction,3,2,1509,50323,https://www.zillow.com/community/waterford-creek-south/306083748_zpid/,154
"LOT 30 Jordan Lea Plat 1 St, Urbandale, IA 50323",624900,House for sale,4,4,3354,50323,https://www.zillow.com/homedetails/LOT-30-Jordan-Lea-Plat-1-St-Urbandale-IA-50323/2080392687_zpid/,154
"15128 Foxglove Ln, Urbandale, IA 50323",319900,New construction,4,3,1804,50323,https://www.zillow.com/community/waterford-creek-south/306083746_zpid/,154
"15145 Foxglove Ln, Urbandale, IA 50323",300500,New construction,3,2,1519,50323,https://www.zillow.com/community/waterford-creek-south/306083728_zpid/,154
"16406 Deerview Dr, Urbandale, IA 50323",500000,House for sale,5,4,2284,50323,https://www.zillow.com/homedetails/16406-Deerview-Dr-Urbandale-IA-50323/214320212_zpid/,154
"15412 Hammontree Dr, Urbandale, IA 50323",181298,Pre-foreclosure,3,3,1144,50323,https://www.zillow.com/homedetails/15412-Hammontree-Dr-Urbandale-IA-50323/61667239_zpid/,154
"517 S Estelle St, Wichita, KS 67211",105000,House for sale,2,2,1533,67201,https://www.zillow.com/homedetails/517-S-Estelle-St-Wichita-KS-67211/77354175_zpid/,180
"2516 W 3rd St N, Wichita, KS 67203",84500,House for sale,3,2,1087,67201,https://www.zillow.com/homedetails/2516-W-3rd-St-N-Wichita-KS-67203/77388649_zpid/,180
"250 N Sedgwick St, Wichita, KS 67203",108500,House for sale,2,1,1194,67201,https://www.zillow.com/homedetails/250-N-Sedgwick-St-Wichita-KS-67203/77336784_zpid/,180
"1719 N Womer Dr, Wichita, KS 67203",184500,House for sale,2,3,2638,67201,https://www.zillow.com/homedetails/1719-N-Womer-Dr-Wichita-KS-67203/77331566_zpid/,180
"129 N Meridian Ave, Wichita, KS 67203",49900,House for sale,1,1,780,67201,https://www.zillow.com/homedetails/129-N-Meridian-Ave-Wichita-KS-67203/77389543_zpid/,180
"1201 W River Blvd APT C216, Wichita, KS 67203",83500,For sale by owner,2,1,816,67201,https://www.zillow.com/homedetails/1201-W-River-Blvd-APT-C216-Wichita-KS-67203/77335462_zpid/,180
"1316 N Perry Ave, Wichita, KS 67203",149900,House for sale,2,1,1156,67201,https://www.zillow.com/homedetails/1316-N-Perry-Ave-Wichita-KS-67203/77335170_zpid/,180
"1510 S Water St, Wichita, KS 67213",99900,House for sale,4,2,1328,67201,https://www.zillow.com/homedetails/1510-S-Water-St-Wichita-KS-67213/77361679_zpid/,180
"1615 W 13th St N, Wichita, KS 67203",190000,House for sale,2,2,2914,67201,https://www.zillow.com/homedetails/1615-W-13th-St-N-Wichita-KS-67203/77335145_zpid/,180
"2406 N Salina Ave, Wichita, KS 67204",82500,House for sale,3,1,1008,67201,https://www.zillow.com/homedetails/2406-N-Salina-Ave-Wichita-KS-67204/77329075_zpid/,180
"952 N Porter Ave, Wichita, KS 67203",126900,House for sale,3,1,1072,67201,https://www.zillow.com/homedetails/952-N-Porter-Ave-Wichita-KS-67203/81607664_zpid/,180
"2023 N Topeka St, Wichita, KS 67214",29900,Foreclosure,4,3,1529,67201,https://www.zillow.com/homedetails/2023-N-Topeka-St-Wichita-KS-67214/77327929_zpid/,180
"1105 W 14th St N, Wichita, KS 67203",99900,Apartment for sale,,,1602,67201,https://www.zillow.com/homedetails/1105-W-14th-St-N-Wichita-KS-67203/2077828625_zpid/,180
"147 S Clarence St, Wichita, KS 67213",139900,House for sale,3,3,2472,67201,https://www.zillow.com/homedetails/147-S-Clarence-St-Wichita-KS-67213/77337071_zpid/,180
"2019 W 24th St N, Wichita, KS 67204",145000,House for sale,3,1,1847,67201,https://www.zillow.com/homedetails/2019-W-24th-St-N-Wichita-KS-67204/77330494_zpid/,180
"1146 N Market St, Wichita, KS 67214",85000,Apartment for sale,2,4,1928,67201,https://www.zillow.com/homedetails/1146-N-Market-St-Wichita-KS-67214/77334450_zpid/,180
"1634 S Elizabeth St, Wichita, KS 67213",85000,House for sale,2,1,856,67201,https://www.zillow.com/homedetails/1634-S-Elizabeth-St-Wichita-KS-67213/77361761_zpid/,180
"1246 S Palisade St, Wichita, KS 67213",70000,House for sale,2,1,1620,67201,https://www.zillow.com/homedetails/1246-S-Palisade-St-Wichita-KS-67213/77361329_zpid/,180
"1430 N Woodland Ave, Wichita, KS 67203",190000,House for sale,3,2,2124,67201,https://www.zillow.com/homedetails/1430-N-Woodland-Ave-Wichita-KS-67203/77333667_zpid/,180
"2718 W Merton St, Wichita, KS 67213",78000,House for sale,2,1,830,67201,https://www.zillow.com/homedetails/2718-W-Merton-St-Wichita-KS-67213/77390915_zpid/,180
"2003 E Murdock St, Wichita, KS 67214",60000,House for sale,2,1,822,67201,https://www.zillow.com/homedetails/2003-E-Murdock-St-Wichita-KS-67214/77338763_zpid/,180
"1628 N Meridian Ave, Wichita, KS 67203",130000,For sale by owner,2,2,1240,67201,https://www.zillow.com/homedetails/1628-N-Meridian-Ave-Wichita-KS-67203/77331619_zpid/,180
"1603 N Emporia Ave, Wichita, KS 67214",60000,Apartment for sale,,,2604,67201,https://www.zillow.com/homedetails/1603-N-Emporia-Ave-Wichita-KS-67214/77327934_zpid/,180
"807 N Faulkner St, Wichita, KS 67203",195000,House for sale,4,3,2925,67201,https://www.zillow.com/homedetails/807-N-Faulkner-St-Wichita-KS-67203/77335690_zpid/,180
"924 N Wichita St, Wichita, KS 67203",125000,House for sale,4,3,1800,67201,https://www.zillow.com/homedetails/924-N-Wichita-St-Wichita-KS-67203/77335102_zpid/,180
"635 S Spruce St, Wichita, KS 67211",95000,House for sale,3,1,1136,67201,https://www.zillow.com/homedetails/635-S-Spruce-St-Wichita-KS-67211/77354627_zpid/,180
"201 S Saint Francis Ave APT 203, Wichita, KS 67202",154900,House for sale,1,1,837,67201,https://www.zillow.com/homedetails/201-S-Saint-Francis-Ave-APT-203-Wichita-KS-67202/2077911712_zpid/,180
"542 N Clayton St, Wichita, KS 67203",85900,House for sale,4,1,1124,67201,https://www.zillow.com/homedetails/542-N-Clayton-St-Wichita-KS-67203/77388473_zpid/,180
"201 S Saint Francis Ave, Wichita, KS 67202",154900,House for sale,1,1,837,67201,https://www.zillow.com/homedetails/201-S-Saint-Francis-Ave-Wichita-KS-67202/91270708_zpid/,180
"1633 N Ash Ave, Wichita, KS 67214",12000,Lot / Land for sale,,,,67201,https://www.zillow.com/homedetails/1633-N-Ash-Ave-Wichita-KS-67214/2077929611_zpid/,180
"1621 N Ash Ave, Wichita, KS 67214",8000,Lot / Land for sale,,,,67201,https://www.zillow.com/homedetails/1621-N-Ash-Ave-Wichita-KS-67214/2084681421_zpid/,180
"1035 N Mclean Blvd, Wichita, KS 67203",61000,House for sale,1,2,1490,67201,https://www.zillow.com/homedetails/1035-N-Mclean-Blvd-Wichita-KS-67203/2077933005_zpid/,180
"1134 S Kansas Ave, Wichita, KS 67211",143900,House for sale,4,2,2038,67201,https://www.zillow.com/homedetails/1134-S-Kansas-Ave-Wichita-KS-67211/77354693_zpid/,180
"1810 S Ida St, Wichita, KS 67211",73000,House for sale,2,1,720,67201,https://www.zillow.com/homedetails/1810-S-Ida-St-Wichita-KS-67211/77357269_zpid/,180
"1614 W University Ave, Wichita, KS 67213",147700,House for sale,3,2,1824,67201,https://www.zillow.com/homedetails/1614-W-University-Ave-Wichita-KS-67213/77362644_zpid/,180
"1330 N Market St, Wichita, KS 67214",74900,House for sale,2,1,1344,67201,https://www.zillow.com/homedetails/1330-N-Market-St-Wichita-KS-67214/77334126_zpid/,180
"1746 E Mcfarland St, Wichita, KS 67219",--,Auction,2,1,720,67201,https://www.zillow.com/homedetails/1746-E-Mcfarland-St-Wichita-KS-67219/77327098_zpid/,180
"2201 E Mossman Ave, Wichita, KS 67214",--,Auction,2,1,748,67201,https://www.zillow.com/homedetails/2201-E-Mossman-Ave-Wichita-KS-67214/77338541_zpid/,180
"633 S Poplar St, Wichita, KS 67211",109900,For sale by owner,3,1,1225,67201,https://www.zillow.com/homedetails/633-S-Poplar-St-Wichita-KS-67211/77354202_zpid/,180
"1525 S Topeka Ave, Wichita, KS 67211",80000,House for sale,3,2,2184,67201,https://www.zillow.com/homedetails/1525-S-Topeka-Ave-Wichita-KS-67211/77356396_zpid/,180
"610 W Osie St, Wichita, KS 67213",49500,House for sale,1,1,664,67201,https://www.zillow.com/homedetails/610-W-Osie-St-Wichita-KS-67213/77364512_zpid/,180
"201 N Ohio Ave, Wichita, KS 67214",3000000,House for sale,2,3,9450,67201,https://www.zillow.com/homedetails/201-N-Ohio-Ave-Wichita-KS-67214/2089303596_zpid/,180
"1246 S Palisade St, Wichita, KS 67213",70000,House for sale,2,1,1620,67201,https://www.zillow.com/homedetails/1246-S-Palisade-St-Wichita-KS-67213/77361329_zpid/,180
"1825 W Maple St, Wichita, KS 67213",329000,House for sale,8,4,6344,67201,https://www.zillow.com/homedetails/1825-W-Maple-St-Wichita-KS-67213/77363862_zpid/,180
"1618 S Market St, Wichita, KS 67211",49000,House for sale,4,2,1432,67201,https://www.zillow.com/homedetails/1618-S-Market-St-Wichita-KS-67211/77363837_zpid/,180
"1819 S Everett St, Wichita, KS 67213",24900,For sale by owner,1,1,528,67201,https://www.zillow.com/homedetails/1819-S-Everett-St-Wichita-KS-67213/77362439_zpid/,180
"711 S Hydraulic Ave, Wichita, KS 67211",30000,Apartment for sale,2,2,1328,67201,https://www.zillow.com/homedetails/711-S-Hydraulic-Ave-Wichita-KS-67211/2078024827_zpid/,180
"633 S Poplar St, Wichita, KS 67211",109900,For sale by owner,3,1,1225,67201,https://www.zillow.com/homedetails/633-S-Poplar-St-Wichita-KS-67211/77354202_zpid/,180
"1514 W 18th St N, Wichita, KS 67203",98500,House for sale,4,1,1032,67201,https://www.zillow.com/homedetails/1514-W-18th-St-N-Wichita-KS-67203/77331278_zpid/,180
