location,price,type,bds,ba,area,zip_code,url,total_found
"51 Orange St, Indianapolis, IN 46225",125000,House for sale,2,1,1848,46209,https://www.zillow.com/homedetails/51-Orange-St-Indianapolis-IN-46225/1095600_zpid/,738
"877 N East St #206-A, Indianapolis, IN 46202",523600,New construction,2,2,1358,46209,https://www.zillow.com/homedetails/877-N-East-St-206-A-Indianapolis-IN-46202/2079072074_zpid/,738
"931 W 27th St, Indianapolis, IN 46208",40000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/931-W-27th-St-Indianapolis-IN-46208/112858967_zpid/,738
"2529 Guilford Ave, Indianapolis, IN 46205",70000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/2529-Guilford-Ave-Indianapolis-IN-46205/112855261_zpid/,738
"877 N East St #307-A, Indianapolis, IN 46202",622600,New construction,2,2,1613,46209,https://www.zillow.com/homedetails/877-N-East-St-307-A-Indianapolis-IN-46202/2078210913_zpid/,738
"323 S Walcott St, Indianapolis, IN 46201",24900,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/323-S-Walcott-St-Indianapolis-IN-46201/112837726_zpid/,738
"1967 Ralston Ave, Indianapolis, IN 46218",31500,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1967-Ralston-Ave-Indianapolis-IN-46218/1096614_zpid/,738
"240 Kansas St, Indianapolis, IN 46225",10000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/240-Kansas-St-Indianapolis-IN-46225/112848367_zpid/,738
"1931 S State Ave, Indianapolis, IN 46203",25000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1931-S-State-Ave-Indianapolis-IN-46203/112844577_zpid/,738
"1727 N College Ave, Indianapolis, IN 46202",575000,New construction,4,4,3276,46209,https://www.zillow.com/homedetails/1727-N-College-Ave-Indianapolis-IN-46202/112860767_zpid/,738
"2533 Carrollton Ave, Indianapolis, IN 46205",89900,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/2533-Carrollton-Ave-Indianapolis-IN-46205/112843183_zpid/,738
"1506 Churchman Ave, Indianapolis, IN 46203",40000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1506-Churchman-Ave-Indianapolis-IN-46203/112842355_zpid/,738
"39 N Randolph St, Indianapolis, IN 46201",45000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/39-N-Randolph-St-Indianapolis-IN-46201/1091799_zpid/,738
"757 Massachusetts Ave UNIT 204, Indianapolis, IN 46204",374900,Condo for sale,2,2,1220,46209,https://www.zillow.com/homedetails/757-Massachusetts-Ave-UNIT-204-Indianapolis-IN-46204/2078214768_zpid/,738
"319 E 16th St #308, Indianapolis, IN 46202",350000,New construction,1,2,1106,46209,https://www.zillow.com/homedetails/319-E-16th-St-308-Indianapolis-IN-46202/2087754541_zpid/,738
"319 E 16th St #302, Indianapolis, IN 46202",500000,New construction,2,2,1669,46209,https://www.zillow.com/homedetails/319-E-16th-St-302-Indianapolis-IN-46202/2095206612_zpid/,738
"877 N East St #207-A, Indianapolis, IN 46202",615500,New construction,2,2,1613,46209,https://www.zillow.com/homedetails/877-N-East-St-207-A-Indianapolis-IN-46202/2079072086_zpid/,738
"319 E 16th St #403, Indianapolis, IN 46202",350000,New construction,1,2,1106,46209,https://www.zillow.com/homedetails/319-E-16th-St-403-Indianapolis-IN-46202/2087754383_zpid/,738
"238 Kansas St, Indianapolis, IN 46225",10000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/238-Kansas-St-Indianapolis-IN-46225/112842278_zpid/,738
"1040 S East St, Indianapolis, IN 46225",399000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1040-S-East-St-Indianapolis-IN-46225/1082107_zpid/,738
"2005 Central Ave, Indianapolis, IN 46202",429000,New construction,3,4,2001,46209,https://www.zillow.com/homedetails/2005-Central-Ave-Indianapolis-IN-46202/2087069260_zpid/,738
"319 E 16th St #402, Indianapolis, IN 46202",525000,New construction,2,2,1669,46209,https://www.zillow.com/homedetails/319-E-16th-St-402-Indianapolis-IN-46202/2095206237_zpid/,738
"877 N East St #104-A, Indianapolis, IN 46202",410300,New construction,1,1,995,46209,https://www.zillow.com/homedetails/877-N-East-St-104-A-Indianapolis-IN-46202/2078210863_zpid/,738
"1770 Roosevelt Ave, Indianapolis, IN 46218",13500,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1770-Roosevelt-Ave-Indianapolis-IN-46218/1087341_zpid/,738
"319 E 16th St #401, Indianapolis, IN 46202",400000,New construction,2,2,1208,46209,https://www.zillow.com/homedetails/319-E-16th-St-401-Indianapolis-IN-46202/2095179090_zpid/,738
"319 E 16th St #206, Indianapolis, IN 46202",400000,New construction,2,2,1510,46209,https://www.zillow.com/homedetails/319-E-16th-St-206-Indianapolis-IN-46202/2095179476_zpid/,738
"855 N East St #205-B, Indianapolis, IN 46202",540900,New construction,2,2,1407,46209,https://www.zillow.com/homedetails/855-N-East-St-205-B-Indianapolis-IN-46202/2078210900_zpid/,738
"1647 Deloss St, Indianapolis, IN 46201",99900,New construction,,,,46209,https://www.zillow.com/community/error-subdivision-name-unavailable/2086492819_zpid/,738
"319 E 16th St #205, Indianapolis, IN 46202",400000,New construction,2,2,1510,46209,https://www.zillow.com/homedetails/319-E-16th-St-205-Indianapolis-IN-46202/2095179615_zpid/,738
"2314 Winthrop Ave, Indianapolis, IN 46205",59900,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/2314-Winthrop-Ave-Indianapolis-IN-46205/112836683_zpid/,738
"1659 Sheldon St, Indianapolis, IN 46218",378000,New construction,2,3,2246,46209,https://www.zillow.com/homedetails/1659-Sheldon-St-Indianapolis-IN-46218/2087423382_zpid/,738
"244 Kansas St, Indianapolis, IN 46225",10000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/244-Kansas-St-Indianapolis-IN-46225/303788936_zpid/,738
"1661 N Arsenal Ave, Indianapolis, IN 46218",150000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1661-N-Arsenal-Ave-Indianapolis-IN-46218/2078383490_zpid/,738
"221 Detroit St, Indianapolis, IN 46201",42500,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/221-Detroit-St-Indianapolis-IN-46201/112836602_zpid/,738
"269 N Randolph St, Indianapolis, IN 46201",30000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/269-N-Randolph-St-Indianapolis-IN-46201/303787934_zpid/,738
"234 Hendricks Pl, Indianapolis, IN 46201",45000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/234-Hendricks-Pl-Indianapolis-IN-46201/112849759_zpid/,738
"2748 Guilford Ave, Indianapolis, IN 46205",59900,For sale by owner,,,,46209,https://www.zillow.com/homedetails/2748-Guilford-Ave-Indianapolis-IN-46205/112841362_zpid/,738
"319 E 16th St #303, Indianapolis, IN 46202",350000,New construction,1,2,1106,46209,https://www.zillow.com/homedetails/319-E-16th-St-303-Indianapolis-IN-46202/2087754470_zpid/,738
"855 N East St #204-B, Indianapolis, IN 46202",564900,New construction,2,2,1470,46209,https://www.zillow.com/homedetails/855-N-East-St-204-B-Indianapolis-IN-46202/2083183445_zpid/,738
"319 E 16th St #208, Indianapolis, IN 46202",450000,New construction,2,2,1669,46209,https://www.zillow.com/homedetails/319-E-16th-St-208-Indianapolis-IN-46202/2095206775_zpid/,738
"877 N East St #306-A, Indianapolis, IN 46202",529600,New construction,2,2,1358,46209,https://www.zillow.com/homedetails/877-N-East-St-306-A-Indianapolis-IN-46202/2079071859_zpid/,738
"2615 Carrollton Ave, Indianapolis, IN 46205",89900,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/2615-Carrollton-Ave-Indianapolis-IN-46205/112862135_zpid/,738
"33 N Randolph St, Indianapolis, IN 46201",30000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/33-N-Randolph-St-Indianapolis-IN-46201/2079554543_zpid/,738
"207 Parkview Ave, Indianapolis, IN 46201",45000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/207-Parkview-Ave-Indianapolis-IN-46201/112839401_zpid/,738
"2023 N College Ave, Indianapolis, IN 46202",124900,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/2023-N-College-Ave-Indianapolis-IN-46202/303786474_zpid/,738
"231 Hendricks Pl, Indianapolis, IN 46201",45000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/231-Hendricks-Pl-Indianapolis-IN-46201/112839366_zpid/,738
"1032 S East St, Indianapolis, IN 46225",399000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1032-S-East-St-Indianapolis-IN-46225/2097239145_zpid/,738
"1643 N Arsenal Ave, Indianapolis, IN 46218",75000,Lot / Land for sale,,,,46209,https://www.zillow.com/homedetails/1643-N-Arsenal-Ave-Indianapolis-IN-46218/2078383520_zpid/,738
"1257 W 26th St, Indianapolis, IN 46208",7700,Pre-foreclosure,,,714,46209,https://www.zillow.com/homedetails/1257-W-26th-St-Indianapolis-IN-46208/1078380_zpid/,738
"635 Marion Ave, Indianapolis, IN 46221",98976,Pre-foreclosure,3,2,1200,46209,https://www.zillow.com/homedetails/635-Marion-Ave-Indianapolis-IN-46221/112850969_zpid/,738
"940 Edgemont Ave, Indianapolis, IN 46208",71528,Pre-foreclosure,3,1,1050,46209,https://www.zillow.com/homedetails/940-Edgemont-Ave-Indianapolis-IN-46208/61759020_zpid/,738
"940 Edgemont Ave, Indianapolis, IN 46208",71528,Pre-foreclosure,3,1,1050,46209,https://www.zillow.com/homedetails/940-Edgemont-Ave-Indianapolis-IN-46208/61759020_zpid/,738
"1341 Shepard St, Indianapolis, IN 46221",57045,Pre-foreclosure,2,,1059,46209,https://www.zillow.com/homedetails/1341-Shepard-St-Indianapolis-IN-46221/1086522_zpid/,738
"1533 Harlan St, Indianapolis, IN 46203",2800,Pre-foreclosure,,,,46209,https://www.zillow.com/homedetails/1533-Harlan-St-Indianapolis-IN-46203/112840027_zpid/,738
"1025 Jefferson Ave, Indianapolis, IN 46201",225964,Pre-foreclosure,1,,2355,46209,https://www.zillow.com/homedetails/1025-Jefferson-Ave-Indianapolis-IN-46201/1080528_zpid/,738
"1523 Harlan St, Indianapolis, IN 46203",2800,Pre-foreclosure,,,,46209,https://www.zillow.com/homedetails/1523-Harlan-St-Indianapolis-IN-46203/112861036_zpid/,738
"2014 Southeastern Ave, Indianapolis, IN 46201",81086,Pre-foreclosure,3,,936,46209,https://www.zillow.com/homedetails/2014-Southeastern-Ave-Indianapolis-IN-46201/1086622_zpid/,738
"747 Terrace Ave, Indianapolis, IN 46203",182581,Pre-foreclosure,3,,1744,46209,https://www.zillow.com/homedetails/747-Terrace-Ave-Indianapolis-IN-46203/1088624_zpid/,738
"2310 N Alabama St, Indianapolis, IN 46205",315917,Pre-foreclosure,5,,1866,46209,https://www.zillow.com/homedetails/2310-N-Alabama-St-Indianapolis-IN-46205/1079125_zpid/,738
"1122 Saint Paul St, Indianapolis, IN 46203",176362,Pre-foreclosure,3,1,1092,46209,https://www.zillow.com/homedetails/1122-Saint-Paul-St-Indianapolis-IN-46203/1099626_zpid/,738
"271 Iowa St, Indianapolis, IN 46225",58700,Pre-foreclosure,3,,1204,46209,https://www.zillow.com/homedetails/271-Iowa-St-Indianapolis-IN-46225/1084636_zpid/,738
"2803 Indianapolis Ave, Indianapolis, IN 46208",53171,Pre-foreclosure,2,,1468,46209,https://www.zillow.com/homedetails/2803-Indianapolis-Ave-Indianapolis-IN-46208/1085666_zpid/,738
"1431 W 25th St, Indianapolis, IN 46208",81004,Pre-foreclosure,3,,1164,46209,https://www.zillow.com/homedetails/1431-W-25th-St-Indianapolis-IN-46208/1072693_zpid/,738
"1610 E Ohio St, Indianapolis, IN 46201",199004,Pre-foreclosure,4,,1357,46209,https://www.zillow.com/homedetails/1610-E-Ohio-St-Indianapolis-IN-46201/1100309_zpid/,738
"825 Woodruff Place West Dr, Indianapolis, IN 46201",515137,Pre-foreclosure,5,4,4987,46209,https://www.zillow.com/homedetails/825-Woodruff-Place-West-Dr-Indianapolis-IN-46201/1080849_zpid/,738
"41 N Beville Ave, Indianapolis, IN 46201",33637,Pre-foreclosure,2,,2122,46209,https://www.zillow.com/homedetails/41-N-Beville-Ave-Indianapolis-IN-46201/1074859_zpid/,738
"1921 W New York St, Indianapolis, IN 46222",2700,Pre-foreclosure,2,,1158,46209,https://www.zillow.com/homedetails/1921-W-New-York-St-Indianapolis-IN-46222/1108379_zpid/,738
"1257 W 26th St, Indianapolis, IN 46208",7700,Pre-foreclosure,,,714,46209,https://www.zillow.com/homedetails/1257-W-26th-St-Indianapolis-IN-46208/1078380_zpid/,738
"2954 Washington Blvd, Indianapolis, IN 46205",122200,Pre-foreclosure,3,3,2718,46209,https://www.zillow.com/homedetails/2954-Washington-Blvd-Indianapolis-IN-46205/1093649_zpid/,738
"13015 Twana Dr, Urbandale, IA 50323",359900,House for sale,4,4,2305,50323,https://www.zillow.com/homedetails/13015-Twana-Dr-Urbandale-IA-50323/84091540_zpid/,154
"14103 Briarwood Ln, Urbandale, IA 50323",315000,House for sale,4,3,2126,50323,https://www.zillow.com/homedetails/14103-Briarwood-Ln-Urbandale-IA-50323/852637_zpid/,154
"3801 128th St, Urbandale, IA 50323",279900,Townhouse for sale,3,4,1840,50323,https://www.zillow.com/homedetails/3801-128th-St-Urbandale-IA-50323/68184358_zpid/,154
"16205 Northpark Dr, Urbandale, IA 50323",405000,House for sale,5,4,3124,50323,https://www.zillow.com/homedetails/16205-Northpark-Dr-Urbandale-IA-50323/214319742_zpid/,154
"14612 Westbrook Dr, Urbandale, IA 50323",279900,House for sale,4,3,1426,50323,https://www.zillow.com/homedetails/14612-Westbrook-Dr-Urbandale-IA-50323/71768343_zpid/,154
"Bayfield - IA Plan, Mallard Prairie",368000,New construction,4,3,2202,50323,https://www.zillow.com/community/mallard-prairie/2078332375_zpid/,154
"14029 Ridgemont Dr, Urbandale, IA 50323",295000,Condo for sale,3,3,1907,50323,https://www.zillow.com/homedetails/14029-Ridgemont-Dr-Urbandale-IA-50323/120720333_zpid/,154
"Palmer II - IA Plan, Mallard Prairie",372200,New construction,4,4,2439,50323,https://www.zillow.com/community/mallard-prairie/2078332391_zpid/,154
"Westport - IA Plan, Mallard Prairie",315100,New construction,3,2,1496,50323,https://www.zillow.com/community/mallard-prairie/2078332383_zpid/,154
"Hemingway - IA Plan, Mallard Prairie",328100,New construction,4,7,1851,50323,https://www.zillow.com/community/mallard-prairie/2078332393_zpid/,154
"16005 Monroe Ct, Urbandale, IA 50323",329999,For sale by owner,4,3,2382,50323,https://www.zillow.com/homedetails/16005-Monroe-Ct-Urbandale-IA-50323/89480894_zpid/,154
"15125 Foxglove Ln, Urbandale, IA 50323",240000,New construction,3,3,1508,50323,https://www.zillow.com/community/waterford-creek-south/306083733_zpid/,154
"5326 163rd St, Urbandale, IA 50323",315000,House for sale,4,3,1873,50323,https://www.zillow.com/homedetails/5326-163rd-St-Urbandale-IA-50323/214319043_zpid/,154
"4446 152nd St, Urbandale, IA 50323",145000,For sale by owner,2,2,1056,50323,https://www.zillow.com/homedetails/4446-152nd-St-Urbandale-IA-50323/71768155_zpid/,154
"4203 154th St, Urbandale, IA 50323",226500,For sale by owner,2,2,1359,50323,https://www.zillow.com/homedetails/4203-154th-St-Urbandale-IA-50323/71768259_zpid/,154
"17140 Mistflower Ln, Urbandale, IA 50323",247000,For sale by owner,3,3,1549,50323,https://www.zillow.com/homedetails/17140-Mistflower-Ln-Urbandale-IA-50323/296650249_zpid/,154
"Palmer - IA Plan, Mallard Prairie",350200,New construction,4,3,2120,50323,https://www.zillow.com/community/mallard-prairie/2078332387_zpid/,154
"15155 Bellflower Ln, Urbandale, IA 50323",250000,House for sale,3,3,1575,50323,https://www.zillow.com/homedetails/15155-Bellflower-Ln-Urbandale-IA-50323/306083510_zpid/,154
"Waterford - IA Plan, Mallard Prairie",367200,New construction,4,7,2127,50323,https://www.zillow.com/community/mallard-prairie/2078332377_zpid/,154
"Charlotte - IA Plan, Mallard Prairie",343200,New construction,4,3,2329,50323,https://www.zillow.com/community/mallard-prairie/2078332390_zpid/,154
"Riverside - IA Plan, Mallard Prairie",383300,New construction,5,3,2583,50323,https://www.zillow.com/community/mallard-prairie/2078332372_zpid/,154
"Bradford - IA Plan, Mallard Prairie",335100,New construction,3,2,1648,50323,https://www.zillow.com/community/mallard-prairie/2078332385_zpid/,154
"Preston Ridge - IA Plan, Mallard Prairie",366200,New construction,4,3,2314,50323,https://www.zillow.com/community/mallard-prairie/2078332361_zpid/,154
"15403 Westbrook Dr, Urbandale, IA 50323",173900,House for sale,2,3,1349,50323,https://www.zillow.com/homedetails/15403-Westbrook-Dr-Urbandale-IA-50323/71768237_zpid/,154
"Linden - IA Plan, Mallard Prairie",349200,New construction,3,2,1811,50323,https://www.zillow.com/community/mallard-prairie/2078332386_zpid/,154
"Carbondale - IA Plan, Mallard Prairie",342100,New construction,3,2,1728,50323,https://www.zillow.com/community/mallard-prairie/2078332392_zpid/,154
"16026 N Valley Dr, Urbandale, IA 50323",487000,For sale by owner,4,3,2990,50323,https://www.zillow.com/homedetails/16026-N-Valley-Dr-Urbandale-IA-50323/122063350_zpid/,154
"5304 163rd St, Urbandale, IA 50323",389000,For sale by owner,4,3,1530,50323,https://www.zillow.com/homedetails/5304-163rd-St-Urbandale-IA-50323/214319976_zpid/,154
"14825 Sutton Dr, Urbandale, IA 50323",649900,House for sale,5,4,2050,50323,https://www.zillow.com/homedetails/14825-Sutton-Dr-Urbandale-IA-50323/296649992_zpid/,154
"14301 Sheridan Ave, Urbandale, IA 50323",562880,House for sale,5,3,1961,50323,https://www.zillow.com/homedetails/14301-Sheridan-Ave-Urbandale-IA-50323/214320593_zpid/,154
"14201 Sheridan Ave, Urbandale, IA 50323",548034,House for sale,4,3,2637,50323,https://www.zillow.com/homedetails/14201-Sheridan-Ave-Urbandale-IA-50323/214321485_zpid/,154
"Cypress - IA Plan, Mallard Prairie",363200,New construction,4,3,2431,50323,https://www.zillow.com/community/mallard-prairie/2078332389_zpid/,154
"Winfield - IA Plan, Mallard Prairie",362200,New construction,4,4,2323,50323,https://www.zillow.com/community/mallard-prairie/2078332395_zpid/,154
"4208 162nd St, Urbandale, IA 50323",545000,House for sale,5,5,3112,50323,https://www.zillow.com/homedetails/4208-162nd-St-Urbandale-IA-50323/71767969_zpid/,154
"16103 Springbrook Trl, Urbandale, IA 50323",416500,House for sale,4,3,2629,50323,https://www.zillow.com/homedetails/16103-Springbrook-Trl-Urbandale-IA-50323/214319320_zpid/,154
"4409 125th St, Urbandale, IA 50323",375000,For sale by owner,5,4,3155,50323,https://www.zillow.com/homedetails/4409-125th-St-Urbandale-IA-50323/119368617_zpid/,154
"4711 153rd Ct, Urbandale, IA 50323",675000,House for sale,5,3,2390,50323,https://www.zillow.com/homedetails/4711-153rd-Ct-Urbandale-IA-50323/122073463_zpid/,154
"Brookside - IA Plan, Mallard Prairie",323100,New construction,3,3,1800,50323,https://www.zillow.com/community/mallard-prairie/2078332382_zpid/,154
"4729 152nd St, Urbandale, IA 50323",629900,House for sale,5,5,2991,50323,https://www.zillow.com/homedetails/4729-152nd-St-Urbandale-IA-50323/122063444_zpid/,154
"15411 Aurora Ave, Urbandale, IA 50323",257500,House for sale,4,3,1385,50323,https://www.zillow.com/homedetails/15411-Aurora-Ave-Urbandale-IA-50323/61667261_zpid/,154
"16102 Plum Dr, Urbandale, IA 50323",519900,House for sale,4,4,2212,50323,https://www.zillow.com/homedetails/16102-Plum-Dr-Urbandale-IA-50323/71795093_zpid/,154
"4208 162nd St, Urbandale, IA 50323",545000,House for sale,5,5,3112,50323,https://www.zillow.com/homedetails/4208-162nd-St-Urbandale-IA-50323/71767969_zpid/,154
"15151 Bellflower Ln, Urbandale, IA 50323",244975,New construction,3,3,2149,50323,https://www.zillow.com/homedetails/15151-Bellflower-Ln-Urbandale-IA-50323/306083536_zpid/,154
"3726 132nd Cir, Urbandale, IA 50323",485000,House for sale,4,5,3224,50323,https://www.zillow.com/homedetails/3726-132nd-Cir-Urbandale-IA-50323/68165844_zpid/,154
"4920 160th St, Urbandale, IA 50323",570999,For sale by owner,5,4,3339,50323,https://www.zillow.com/homedetails/4920-160th-St-Urbandale-IA-50323/71795097_zpid/,154
"5108 162nd St, Urbandale, IA 50323",498900,House for sale,4,4,1977,50323,https://www.zillow.com/homedetails/5108-162nd-St-Urbandale-IA-50323/122063584_zpid/,154
"15220 Alpine Dr, Urbandale, IA 50323",147000,Condo for sale,2,2,1056,50323,https://www.zillow.com/homedetails/15220-Alpine-Dr-Urbandale-IA-50323/71768106_zpid/,154
"15501 Northview Dr, Urbandale, IA 50323",639900,House for sale,5,4,3551,50323,https://www.zillow.com/homedetails/15501-Northview-Dr-Urbandale-IA-50323/119867731_zpid/,154
"3710 150th St, Urbandale, IA 50323",465000,House for sale,5,3,3410,50323,https://www.zillow.com/homedetails/3710-150th-St-Urbandale-IA-50323/61667433_zpid/,154
"15307 Brookview Dr, Urbandale, IA 50323",475000,House for sale,5,4,3080,50323,https://www.zillow.com/homedetails/15307-Brookview-Dr-Urbandale-IA-50323/68192582_zpid/,154
"4307 161st St, Urbandale, IA 50323",595000,House for sale,5,5,3384,50323,https://www.zillow.com/homedetails/4307-161st-St-Urbandale-IA-50323/71767930_zpid/,154
"15302 Maple Dr, Urbandale, IA 50323",554000,House for sale,5,5,2864,50323,https://www.zillow.com/homedetails/15302-Maple-Dr-Urbandale-IA-50323/71768582_zpid/,154
"14600 Catalpa Dr, Urbandale, IA 50323",519000,House for sale,5,3,1889,50323,https://www.zillow.com/homedetails/14600-Catalpa-Dr-Urbandale-IA-50323/296650892_zpid/,154
"3216 163rd St, Urbandale, IA 50323",455000,House for sale,5,4,2546,50323,https://www.zillow.com/homedetails/3216-163rd-St-Urbandale-IA-50323/112843939_zpid/,154
"14617 Brookview Dr, Urbandale, IA 50323",540000,House for sale,4,4,3025,50323,https://www.zillow.com/homedetails/14617-Brookview-Dr-Urbandale-IA-50323/120721567_zpid/,154
"14025 Ridgemont Dr, Urbandale, IA 50323",349900,Condo for sale,4,4,1907,50323,https://www.zillow.com/homedetails/14025-Ridgemont-Dr-Urbandale-IA-50323/120721228_zpid/,154
"14201 Sheridan Ave, Urbandale, IA 50323",548034,House for sale,4,3,2637,50323,https://www.zillow.com/homedetails/14201-Sheridan-Ave-Urbandale-IA-50323/214321485_zpid/,154
"14321 Dellwood Dr, Urbandale, IA 50323",414900,House for sale,4,3,1938,50323,https://www.zillow.com/homedetails/14321-Dellwood-Dr-Urbandale-IA-50323/61667648_zpid/,154
"5320 162nd Ct, Urbandale, IA 50323",392000,House for sale,4,3,2763,50323,https://www.zillow.com/homedetails/5320-162nd-Ct-Urbandale-IA-50323/214319317_zpid/,154
"14115 Timberline Dr, Urbandale, IA 50323",585000,Condo for sale,3,4,2322,50323,https://www.zillow.com/homedetails/14115-Timberline-Dr-Urbandale-IA-50323/238337935_zpid/,154
"16243 Sunflower Cir, Urbandale, IA 50323",544500,House for sale,5,3,1971,50323,https://www.zillow.com/homedetails/16243-Sunflower-Cir-Urbandale-IA-50323/214319987_zpid/,154
"4203 154th St, Urbandale, IA 50323",226500,For sale by owner,2,2,1359,50323,https://www.zillow.com/homedetails/4203-154th-St-Urbandale-IA-50323/71768259_zpid/,154
"LOT 33 Jordan Lea 149th St, Urbandale, IA 50323",650000,New construction,,,17316,50323,https://www.zillow.com/homedetails/LOT-33-Jordan-Lea-149th-St-Urbandale-IA-50323/2080338104_zpid/,154
"16110 Plum Dr, Urbandale, IA 50323",529900,House for sale,4,4,2130,50323,https://www.zillow.com/homedetails/16110-Plum-Dr-Urbandale-IA-50323/71795091_zpid/,154
"14219 Dellwood Dr, Urbandale, IA 50323",419900,House for sale,4,3,1616,50323,https://www.zillow.com/homedetails/14219-Dellwood-Dr-Urbandale-IA-50323/61667687_zpid/,154
"14740 Stonecrop Dr, Urbandale, IA 50323",515000,House for sale,4,3,1920,50323,https://www.zillow.com/homedetails/14740-Stonecrop-Dr-Urbandale-IA-50323/2079212788_zpid/,154
"12808 Oak Brook Cir, Urbandale, IA 50323",220000,For sale by owner,,,,50323,https://www.zillow.com/homedetails/12808-Oak-Brook-Cir-Urbandale-IA-50323/251550645_zpid/,154
"4828 159th St, Urbandale, IA 50323",675000,House for sale,5,3,2059,50323,https://www.zillow.com/homedetails/4828-159th-St-Urbandale-IA-50323/214320320_zpid/,154
"3927 140th St, Urbandale, IA 50323",312500,Condo for sale,3,4,1919,50323,https://www.zillow.com/homedetails/3927-140th-St-Urbandale-IA-50323/84089413_zpid/,154
"14120 Beechwood Dr, Urbandale, IA 50323",425000,For sale by owner,,,,50323,https://www.zillow.com/homedetails/14120-Beechwood-Dr-Urbandale-IA-50323/308912451_zpid/,154
"14819 Madison Ave, Urbandale, IA 50323",464900,House for sale,4,4,2510,50323,https://www.zillow.com/homedetails/14819-Madison-Ave-Urbandale-IA-50323/119554248_zpid/,154
"Bradford - IA Plan, Mallard Prairie",335100,New construction,3,2,1648,50323,https://www.zillow.com/community/mallard-prairie/2078332385_zpid/,154
"15142 Bellflower Ln, Urbandale, IA 50323",237300,New construction,3,3,1775,50323,https://www.zillow.com/community/waterford-creek-south/306083735_zpid/,154
"14608 Catalpa Dr, Urbandale, IA 50323",530000,House for sale,5,3,1878,50323,https://www.zillow.com/homedetails/14608-Catalpa-Dr-Urbandale-IA-50323/296651286_zpid/,154
"14301 Sheridan Ave, Urbandale, IA 50323",562880,House for sale,5,3,1961,50323,https://www.zillow.com/homedetails/14301-Sheridan-Ave-Urbandale-IA-50323/214320593_zpid/,154
"Hemingway - IA Plan, Mallard Prairie",328100,New construction,4,7,1851,50323,https://www.zillow.com/community/mallard-prairie/2078332393_zpid/,154
"17201 Hickory Dr, Urbandale, IA 50323",322905,New construction,3,2,1496,50323,https://www.zillow.com/homedetails/17201-Hickory-Dr-Urbandale-IA-50323/2078652010_zpid/,154
"15335 Deerview Dr, Urbandale, IA 50323",272000,House for sale,3,3,1565,50323,https://www.zillow.com/homedetails/15335-Deerview-Dr-Urbandale-IA-50323/2078732142_zpid/,154
"Westport - IA Plan, Mallard Prairie",315100,New construction,3,2,1496,50323,https://www.zillow.com/community/mallard-prairie/2078332383_zpid/,154
"14508 Holcomb Ave, Urbandale, IA 50323",125000,For sale by owner,,,,50323,https://www.zillow.com/homedetails/14508-Holcomb-Ave-Urbandale-IA-50323/214320855_zpid/,154
"5420 150th St, Urbandale, IA 50323",234850,New construction,3,3,1001,50323,https://www.zillow.com/community/waterford-creek-south/306083756_zpid/,154
"Waterford - IA Plan, Mallard Prairie",367200,New construction,4,7,2127,50323,https://www.zillow.com/community/mallard-prairie/2078332377_zpid/,154
"5200 155th St, Urbandale, IA 50323",289000,House for sale,3,3,1659,50323,https://www.zillow.com/homedetails/5200-155th-St-Urbandale-IA-50323/2078731996_zpid/,154
"5422 154th Ct, Urbandale, IA 50323",270000,Condo for sale,3,4,1618,50323,https://www.zillow.com/homedetails/5422-154th-Ct-Urbandale-IA-50323/306083665_zpid/,154
"15146 Bellflower Ln, Urbandale, IA 50323",234850,New construction,3,3,1001,50323,https://www.zillow.com/community/waterford-creek-south/306083734_zpid/,154
"4821 159th St, Urbandale, IA 50323",600000,New construction,4,4,3297,50323,https://www.zillow.com/community/bent-tree-crossing/214321049_zpid/,154
"15125 Foxglove Ln, Urbandale, IA 50323",240000,New construction,3,3,1508,50323,https://www.zillow.com/community/waterford-creek-south/306083733_zpid/,154
